UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
375,L00375,L,297.8,307.6,1581,43.4,217,1,1,0,0,0,0
376,L00376,L,300.8,310.6,1740,30.9,62,0,0,0,0,0,0
377,M00377,M,304.9,314.4,1462,52.2,41,0,0,0,0,0,0
378,L00378,L,301.6,311.5,1532,39.6,90,0,0,0,0,0,0
379,M00379,M,298.3,307.0,1524,45.8,59,0,0,0,0,0,0
380,L00380,L,302.3,312.6,1646,26.0,135,0,0,0,0,0,0
381,L00381,L,299.4,307.0,1441,39.3,172,0,0,0,0,0,0
382,M00382,M,302.7,312.7,1510,32.6,195,0,0,0,0,0,0
383,M00383,M,301.6,311.0,1249,38.2,250,1,1,1,0,0,0
384,M00384,M,294.1,305.1,1473,40.5,46,0,0,0,0,0,0
385,M00385,M,298.0,309.7,1607,37.3,250,1,1,0,0,0,0
386,M00386,M,301.9,311.6,1427,47.3,112,0,0,0,0,0,0
387,L00387,L,300.3,311.7,1568,48.2,22,0,0,0,0,0,0
388,L00388,L,298.0,307.6,1497,35.2,126,0,0,0,0,0,0
389,M00389,M,298.7,307.8,1414,38.4,98,0,0,0,0,0,0
390,M00390,M,296.2,307.9,1597,33.9,24,0,0,0,0,0,0
391,H00391,H,299.8,310.3,1345,47.3,31,1,0,1,0,0,0
392,L00392,L,304.4,314.4,1579,40.0,250,1,1,0,0,0,0
393,L00393,L,301.6,312.3,1581,39.4,77,0,0,0,0,0,0
394,M00394,M,304.4,314.7,1415,42.4,250,1,1,0,0,0,0
395,L00395,L,301.8,311.7,1566,37.8,66,0,0,0,0,0,0
396,H00396,H,302.1,310.7,1357,37.2,250,1,1,0,0,0,0
397,M00397,M,303.9,313.7,1552,39.7,84,0,0,0,0,0,0
398,L00398,L,300.8,311.4,1419,39.5,90,0,0,0,0,0,0
399,M00399,M,299.6,309.5,1466,42.1,211,1,1,0,0,0,0
400,M00400,M,302.1,313.0,1475,32.1,24,0,0,0,0,0,0
401,L00401,L,302.9,313.3,1661,39.3,144,0,0,0,0,0,0
402,H00402,H,299.0,308.2,1464,36.9,39,0,0,0,0,0,0
403,L00403,L,298.6,307.2,1646,39.3,180,0,0,0,0,0,0
404,M00404,M,300.3,310.1,1555,44.0,155,0,0,0,0,0,0
405,L00405,L,301.7,311.1,1605,36.2,243,1,1,0,0,0,0
406,M00406,M,301.6,311.9,1467,46.3,142,0,0,0,0,0,0
407,L00407,L,297.2,306.4,1652,29.8,66,0,0,0,0,0,0
408,L00408,L,303.8,313.2,1514,47.6,91,0,0,0,0,0,0
409,H00409,H,298.7,309.8,1277,48.4,84,1,0,1,0,0,0
410,L00410,L,299.5,309.6,1529,35.3,181,0,0,0,0,0,0
411,L00411,L,298.2,307.5,1595,34.7,250,1,1,0,0,0,0
412,H00412,H,305.4,315.4,1289,34.6,20,1,0,1,0,0,0
413,H00413,H,300.5,311.9,1361,46.0,173,1,0,1,0,0,0
414,L00414,L,298.3,308.6,1427,39.1,62,0,0,0,0,0,0
415,M00415,M,301.7,312.3,1579,37.2,75,0,0,0,0,0,0
416,L00416,L,301.5,310.8,1717,32.2,250,1,1,0,0,0,0
417,L00417,L,299.6,310.7,1529,48.8,71,0,0,0,0,0,0
418,L00418,L,301.7,314.0,1603,34.1,190,0,0,0,0,0,0
419,M00419,M,298.3,307.6,1551,39.6,138,0,0,0,0,0,0
420,M00420,M,299.0,307.8,1655,39.5,113,0,0,0,0,0,0
421,M00421,M,296.0,306.2,1435,38.7,195,0,0,0,0,0,0
422,M00422,M,297.4,308.2,1478,37.2,250,1,1,0,0,0,0
423,L00423,L,303.6,313.5,1516,38.0,250,1,1,0,0,0,0
424,L00424,L,303.3,312.2,1558,42.3,34,0,0,0,0,0,0
425,L00425,L,300.1,310.0,1800,35.3,115,0,0,0,0,0,0
426,L00426,L,303.3,313.9,1553,47.6,120,0,0,0,0,0,0
427,L00427,L,299.7,309.3,1465,36.5,239,1,1,0,0,0,0
428,M00428,M,299.5,310.1,1385,44.9,9,0,0,0,0,0,0
429,L00429,L,300.1,311.3,1675,29.5,14,0,0,0,0,0,0
430,L00430,L,299.8,310.0,1464,36.5,250,1,1,0,0,0,0
431,L00431,L,299.6,309.5,1616,34.8,85,0,0,0,0,0,0
432,M00432,M,302.3,313.1,1432,35.2,40,0,0,0,0,0,0
433,M00433,M,300.3,309.4,1373,42.7,72,1,0,1,0,0,0
434,L00434,L,301.4,310.5,1611,38.3,63,0,0,0,0,0,0
435,L00435,L,302.1,311.8,1487,28.7,126,0,0,0,0,0,0
436,M00436,M,300.8,310.3,1543,49.6,80,1,0,0,1,0,0
437,L00437,L,298.1,307.3,1600,39.9,117,0,0,0,0,0,0
438,M00438,M,297.3,309.1,1555,39.5,11,0,0,0,0,0,0
439,M00439,M,300.3,312.5,1473,46.8,157,0,0,0,0,0,0
440,L00440,L,299.7,309.3,1619,43.8,250,1,1,0,0,0,0
441,L00441,L,300.2,310.3,1458,38.9,114,0,0,0,0,0,0
442,H00442,H,300.0,309.8,1205,33.2,70,1,0,1,0,0,0
443,L00443,L,305.2,316.3,1621,41.6,134,0,0,0,0,0,0
444,L00444,L,297.3,308.6,1567,34.5,250,1,1,0,0,0,0
445,M00445,M,296.0,304.2,1439,46.8,53,0,0,0,0,0,0
446,H00446,H,300.7,311.1,1303,38.1,57,1,0,1,0,0,0
447,H00447,H,299.2,307.9,1246,40.3,250,1,1,1,0,0,0
448,M00448,M,300.6,312.4,1505,33.2,69,0,0,0,0,0,0
449,L00449,L,301.2,311.6,1715,31.5,27,0,0,0,0,0,0
450,L00450,L,302.6,311.7,1536,39.1,120,0,0,0,0,0,0
451,M00451,M,297.0,306.7,1464,39.4,245,1,1,0,0,0,0
452,L00452,L,298.9,308.6,1548,37.1,250,1,1,0,0,0,0
453,L00453,L,300.9,311.4,1768,47.6,109,1,0,0,1,0,0
454,H00454,H,301.5,312.6,1525,42.8,103,0,0,0,0,0,0
455,L00455,L,304.4,313.2,1457,40.5,250,1,1,0,0,0,0
456,L00456,L,301.9,313.8,1553,25.7,67,0,0,0,0,0,0
457,L00457,L,299.9,311.5,1583,43.3,91,0,0,0,0,0,0
458,L00458,L,298.2,307.3,1444,55.5,67,1,0,0,1,0,0
459,L00459,L,298.9,308.9,1626,37.8,227,1,1,0,0,0,0
460,L00460,L,298.8,310.5,1468,36.3,250,1,1,0,0,0,0
461,L00461,L,301.3,312.5,1399,41.8,248,1,1,0,0,0,0
462,M00462,M,300.5,310.2,1508,32.8,95,0,0,0,0,0,0
463,M00463,M,297.4,308.2,1492,42.4,214,1,1,0,0,0,0
464,L00464,L,299.1,312.1,1550,47.0,120,0,0,0,0,0,0
465,H00465,H,301.8,311.9,1374,37.9,117,1,0,1,0,0,0
466,L00466,L,300.7,310.1,1487,36.9,90,0,0,0,0,0,0
467,L00467,L,301.1,311.3,1663,38.0,83,0,0,0,0,0,0
468,M00468,M,300.8,311.0,1544,37.1,12,0,0,0,0,0,0
469,L00469,L,303.3,312.7,1454,32.9,163,0,0,0,0,0,0
470,H00470,H,300.5,310.9,1255,40.5,73,1,0,1,0,0,0
471,L00471,L,299.2,308.0,1459,37.5,49,0,0,0,0,0,0
472,H00472,H,298.2,307.5,1466,47.2,14,0,0,0,0,0,0
473,L00473,L,300.5,311.3,1487,45.9,96,0,0,0,0,0,0
474,M00474,M,295.1,303.4,1429,47.7,84,0,0,0,0,0,0
475,L00475,L,299.6,310.5,1491,44.1,141,0,0,0,0,0,0
476,H00476,H,299.6,307.6,1443,41.6,57,0,0,0,0,0,0
477,L00477,L,297.3,305.5,1628,34.3,204,1,1,0,0,0,0
478,L00478,L,298.1,307.6,1550,46.1,97,0,0,0,0,0,0
479,H00479,H,301.6,311.9,1456,42.2,85,0,0,0,0,0,0
480,L00480,L,300.5,311.8,1528,33.5,67,0,0,0,0,0,0
481,M00481,M,300.2,310.3,1450,35.9,93,0,0,0,0,0,0
482,M00482,M,300.6,310.4,1589,32.8,98,0,0,0,0,0,0
483,L00483,L,300.2,310.8,1624,28.5,108,0,0,0,0,0,0
484,M00484,M,302.5,311.6,1705,39.9,95,0,0,0,0,0,0
485,L00485,L,300.2,310.4,1611,32.7,27,0,0,0,0,0,0
486,H00486,H,297.1,305.9,1400,37.2,51,0,0,0,0,0,0
487,L00487,L,303.3,313.3,1460,40.6,9,0,0,0,0,0,0
488,L00488,L,300.7,310.6,1645,37.6,49,0,0,0,0,0,0
489,H00489,H,298.8,308.0,1369,37.7,54,1,0,1,0,0,0
490,M00490,M,297.5,307.7,1581,46.8,89,0,0,0,0,0,0
491,L00491,L,300.8,311.0,1474,32.6,92,0,0,0,0,0,0
492,M00492,M,299.8,310.9,1535,32.2,45,0,0,0,0,0,0
493,L00493,L,303.1,311.5,1444,42.8,250,1,1,0,0,0,0
494,L00494,L,299.3,309.2,1628,35.6,95,0,0,0,0,0,0
495,L00495,L,298.3,307.6,1427,37.4,250,1,1,0,0,0,0
496,L00496,L,301.8,312.7,1577,33.8,205,1,1,0,0,0,0
497,L00497,L,301.9,312.6,1530,41.4,250,1,1,0,0,0,0
498,L00498,L,300.3,310.8,1560,40.5,59,0,0,0,0,0,0
499,H00499,H,301.4,310.6,1410,41.5,69,0,0,0,0,0,0
500,H00500,H,299.9,310.8,1408,38.0,21,0,0,0,0,0,0
501,M00501,M,300.5,308.9,1515,36.1,66,0,0,0,0,0,0
502,L00502,L,302.3,310.6,1450,39.7,57,0,0,0,0,0,0
503,L00503,L,301.3,310.0,1449,45.3,183,0,0,0,0,0,0
504,M00504,M,299.7,309.6,1464,48.2,68,0,0,0,0,0,0
505,M00505,M,302.7,313.4,1460,46.0,50,0,0,0,0,0,0
506,L00506,L,295.3,302.3,1449,43.0,147,0,0,0,0,0,0
507,H00507,H,304.1,315.4,1542,44.5,41,0,0,0,0,0,0
508,M00508,M,296.6,306.7,1467,34.4,250,1,1,0,0,0,0
509,H00509,H,298.7,307.2,1427,37.2,34,0,0,0,0,0,0
510,M00510,M,299.9,310.0,1367,43.9,21,1,0,1,0,0,0
511,M00511,M,299.7,310.8,1707,37.3,90,0,0,0,0,0,0
512,L00512,L,302.0,312.6,1793,38.8,102,0,0,0,0,0,0
513,H00513,H,297.9,309.0,1372,46.2,51,1,0,1,0,0,0
514,M00514,M,300.5,309.2,1623,42.9,39,0,0,0,0,0,0
515,L00515,L,298.8,308.4,1541,34.1,100,0,0,0,0,0,0
516,L00516,L,300.6,309.7,1710,38.0,111,0,0,0,0,0,0
517,L00517,L,299.9,311.6,1584,34.6,250,1,1,0,0,0,0
518,M00518,M,300.2,310.8,1510,36.0,177,0,0,0,0,0,0
519,H00519,H,298.9,311.7,1200,34.4,24,1,0,1,0,0,0
520,L00520,L,299.0,308.5,1462,41.0,250,1,1,0,0,0,0
521,L00521,L,300.6,309.8,1552,30.6,222,1,1,0,0,0,0
522,L00522,L,301.9,311.7,1570,41.3,250,1,1,0,0,0,0
523,H00523,H,298.8,310.2,1329,48.5,118,1,0,1,0,0,0
524,M00524,M,298.3,307.9,1427,43.4,39,0,0,0,0,0,0
525,M00525,M,301.2,311.4,1555,39.7,97,0,0,0,0,0,0
526,L00526,L,299.9,310.0,1412,48.6,213,1,1,0,0,0,0
527,L00527,L,301.7,311.7,1563,41.0,250,1,1,0,0,0,0
528,L00528,L,298.2,307.5,1674,33.9,84,0,0,0,0,0,0
529,L00529,L,296.4,306.3,1589,39.7,18,0,0,0,0,0,0
530,M00530,M,298.9,308.8,1534,49.5,58,0,0,0,0,0,0
531,M00531,M,298.5,308.5,1298,36.6,207,1,1,1,0,0,0
532,H00532,H,299.8,310.8,1368,34.4,33,1,0,1,0,0,0
533,H00533,H,298.7,310.5,1655,41.5,54,0,0,0,0,0,0
534,L00534,L,301.5,310.6,1490,39.0,56,0,0,0,0,0,0
535,M00535,M,299.4,309.0,1626,36.1,127,0,0,0,0,0,0
536,H00536,H,300.3,309.5,1389,34.8,25,0,0,0,0,0,0
537,M00537,M,300.3,310.5,1472,30.5,176,0,0,0,0,0,0
538,L00538,L,300.4,309.9,1602,31.7,33,0,0,0,0,0,0
539,L00539,L,300.0,310.2,1560,47.5,120,0,0,0,0,0,0
540,L00540,L,301.0,312.1,1588,39.1,56,0,0,0,0,0,0
541,H00541,H,298.4,305.9,1368,31.5,128,0,0,0,0,0,0
542,M00542,M,302.8,313.3,1386,47.1,70,0,0,0,0,0,0
543,L00543,L,299.5,309.1,1461,46.6,120,0,0,0,0,0,0
544,M00544,M,297.4,307.8,1447,46.7,97,0,0,0,0,0,0
545,M00545,M,300.4,309.5,1477,38.1,176,0,0,0,0,0,0
546,L00546,L,298.3,309.5,1654,37.1,83,0,0,0,0,0,0
547,L00547,L,301.3,312.2,1559,40.1,235,1,1,0,0,0,0
548,M00548,M,304.4,315.0,1548,46.5,97,0,0,0,0,0,0
549,L00549,L,298.4,309.2,1564,36.6,241,1,1,0,0,0,0
550,M00550,M,300.7,309.9,1388,37.3,123,0,0,0,0,0,0
551,L00551,L,296.5,305.9,1552,43.0,200,0,0,0,0,0,0
552,M00552,M,300.9,311.7,1513,45.9,105,0,0,0,0,0,0
553,L00553,L,298.2,307.5,1626,38.5,54,0,0,0,0,0,0
554,L00554,L,298.8,310.2,1443,43.9,73,0,0,0,0,0,0
555,M00555,M,297.8,307.5,1296,42.6,64,1,0,1,0,0,0
556,L00556,L,301.5,312.0,1568,38.1,250,1,1,0,0,0,0
557,L00557,L,302.0,314.1,1585,35.0,46,0,0,0,0,0,0
558,L00558,L,300.0,309.3,1532,33.9,152,0,0,0,0,0,0
559,M00559,M,298.3,308.3,1503,36.9,164,0,0,0,0,0,0
560,M00560,M,303.2,314.2,1588,34.2,35,0,0,0,0,0,0
561,M00561,M,298.5,309.5,1454,41.9,84,0,0,0,0,0,0
562,L00562,L,295.7,305.3,1522,45.9,166,0,0,0,0,0,0
563,L00563,L,300.9,310.4,1558,40.4,204,1,1,0,0,0,0
564,L00564,L,297.8,307.6,1428,36.1,107,0,0,0,0,0,0
565,L00565,L,302.0,313.4,1535,43.9,169,0,0,0,0,0,0
566,L00566,L,299.2,309.0,1544,41.0,18,0,0,0,0,0,0
567,L00567,L,301.2,311.3,1714,40.3,197,0,0,0,0,0,0
568,L00568,L,302.8,312.4,1520,37.2,184,0,0,0,0,0,0
569,H00569,H,297.6,308.3,1470,46.0,24,0,0,0,0,0,0
570,L00570,L,298.9,309.0,1642,44.2,106,0,0,0,0,0,0
571,L00571,L,299.8,308.8,1466,39.4,61,0,0,0,0,0,0
572,M00572,M,303.1,312.1,1638,42.2,4,0,0,0,0,0,0
573,L00573,L,298.7,306.7,1726,43.2,27,0,0,0,0,0,0
574,M00574,M,298.8,308.0,1497,37.7,21,0,0,0,0,0,0
575,M00575,M,301.0,311.8,1446,40.1,78,0,0,0,0,0,0
576,H00576,H,298.8,310.2,1613,39.3,29,0,0,0,0,0,0
577,L00577,L,300.3,311.0,1630,33.2,61,0,0,0,0,0,0
578,H00578,H,296.9,307.5,1458,42.6,87,0,0,0,0,0,0
579,L00579,L,304.4,314.3,1693,43.2,95,0,0,0,0,0,0
580,L00580,L,297.3,308.1,1682,37.5,250,1,1,0,0,0,0
581,L00581,L,299.4,309.6,1516,41.5,211,1,1,0,0,0,0
582,H00582,H,299.9,311.7,1475,47.2,20,0,0,0,0,0,0
583,L00583,L,303.8,313.7,1608,36.9,112,0,0,0,0,0,0
584,L00584,L,297.4,308.7,1553,41.3,54,0,0,0,0,0,0
585,M00585,M,304.0,314.8,1361,38.5,92,1,0,1,0,0,0
586,L00586,L,301.5,312.2,1456,37.5,250,1,1,0,0,0,0
587,L00587,L,300.8,308.8,1414,42.6,250,1,1,0,0,0,0
588,L00588,L,298.0,309.0,1599,40.2,69,0,0,0,0,0,0
589,L00589,L,301.1,311.0,1432,43.5,28,0,0,0,0,0,0
590,L00590,L,298.6,308.1,1569,39.7,154,0,0,0,0,0,0
591,L00591,L,302.5,311.1,1733,40.0,166,0,0,0,0,0,0
592,M00592,M,298.1,308.1,1643,46.9,247,1,1,0,1,0,0
593,L00593,L,299.8,309.8,1366,46.6,140,1,0,1,0,0,0
594,L00594,L,298.9,307.6,1422,42.5,250,1,1,0,0,0,0
595,M00595,M,298.0,306.6,1422,43.3,73,0,0,0,0,0,0
596,L00596,L,301.5,312.0,1433,39.2,250,1,1,0,0,0,0
597,M00597,M,301.1,311.9,1335,40.9,250,1,1,1,0,0,0
598,L00598,L,302.4,312.6,1549,42.0,160,0,0,0,0,0,0
599,L00599,L,296.4,307.6,1621,39.2,247,1,1,0,0,0,0
600,L00600,L,302.1,312.0,1645,42.5,154,0,0,0,0,0,0
601,L00601,L,305.0,315.0,1503,46.3,194,0,0,0,0,0,0
602,L00602,L,299.1,308.2,1523,39.3,163,0,0,0,0,0,0
603,L00603,L,303.8,312.2,1586,29.1,43,0,0,0,0,0,0
604,L00604,L,299.5,311.3,1539,49.8,51,1,0,0,1,0,0
605,L00605,L,297.3,308.4,1631,35.4,77,0,0,0,0,0,0
606,L00606,L,299.4,308.0,1593,40.0,181,0,0,0,0,0,0
607,L00607,L,302.1,312.3,1512,43.5,229,1,1,0,0,0,0
608,L00608,L,298.3,308.2,1364,48.4,190,1,0,1,0,0,0
609,L00609,L,298.8,308.5,1700,47.0,250,1,1,0,1,0,0
610,M00610,M,301.2,310.8,1431,38.9,129,0,0,0,0,0,0
611,L00611,L,300.0,310.4,1586,45.1,22,0,0,0,0,0,0
612,M00612,M,301.2,312.0,1308,42.9,250,1,1,1,0,0,0
613,M00613,M,300.5,310.9,1499,53.7,49,1,0,0,1,0,0
614,L00614,L,301.0,310.8,1560,44.9,135,0,0,0,0,0,0
615,M00615,M,299.1,309.0,1515,39.0,209,1,1,0,0,0,0
616,H00616,H,300.5,311.4,1751,33.5,64,0,0,0,0,0,0
617,L00617,L,298.1,308.6,1487,27.0,236,1,1,0,0,0,0
618,L00618,L,302.6,312.6,1632,42.1,250,1,1,0,0,0,0
619,M00619,M,298.7,308.7,1552,44.5,197,0,0,0,0,0,0
620,M00620,M,302.3,312.6,1432,44.4,109,0,0,0,0,0,0
621,L00621,L,299.5,309.1,1631,26.9,36,0,0,0,0,0,0
622,L00622,L,300.4,311.2,1534,33.4,119,0,0,0,0,0,0
623,L00623,L,299.0,307.9,1638,41.0,116,0,0,0,0,0,0
624,L00624,L,298.0,307.6,1746,46.5,250,1,1,0,1,0,0
625,M00625,M,296.5,307.1,1515,39.6,98,0,0,0,0,0,0
626,L00626,L,297.9,306.8,1522,45.2,196,0,0,0,0,0,0
627,L00627,L,299.4,307.8,1655,33.3,10,0,0,0,0,0,0
628,M00628,M,300.4,310.5,1640,39.6,193,0,0,0,0,0,0
629,L00629,L,302.0,310.3,1462,39.0,250,1,1,0,0,0,0
630,L00630,L,299.1,307.8,1505,45.9,71,0,0,0,0,0,0
631,M00631,M,298.2,309.0,1568,36.6,151,0,0,0,0,0,0
632,M00632,M,297.1,306.9,1487,48.5,47,0,0,0,0,0,0
633,L00633,L,301.0,312.2,1455,38.9,203,1,1,0,0,0,0
634,L00634,L,302.8,311.6,1604,33.6,249,1,1,0,0,0,0
635,L00635,L,302.5,312.4,1617,33.6,188,0,0,0,0,0,0
636,L00636,L,301.4,311.8,1517,36.7,250,1,1,0,0,0,0
637,L00637,L,301.3,310.1,1556,41.3,160,0,0,0,0,0,0
638,L00638,L,303.4,314.4,1492,37.0,69,0,0,0,0,0,0
639,L00639,L,300.7,311.2,1440,36.5,163,0,0,0,0,0,0
640,L00640,L,301.3,309.7,1500,44.4,76,0,0,0,0,0,0
641,L00641,L,299.4,309.3,1557,23.4,172,0,0,0,0,0,0
642,L00642,L,297.3,307.7,1402,38.8,0,0,0,0,0,0,0
643,L00643,L,298.6,308.0,1508,33.3,90,0,0,0,0,0,0
644,L00644,L,300.0,308.5,1559,35.1,164,0,0,0,0,0,0
645,L00645,L,300.1,310.4,1669,39.5,88,0,0,0,0,0,0
646,M00646,M,303.9,316.1,1469,39.3,83,0,0,0,0,0,0
647,L00647,L,300.2,309.8,1425,39.3,79,0,0,0,0,0,0
648,M00648,M,302.4,313.9,1479,46.2,104,0,0,0,0,0,0
649,M00649,M,299.1,308.4,1443,40.5,87,0,0,0,0,0,0
650,L00650,L,299.4,309.6,1605,48.0,69,1,0,0,1,0,0
651,L00651,L,297.3,308.1,1516,43.4,42,0,0,0,0,0,0
652,L00652,L,298.5,308.5,1279,37.4,60,1,0,1,0,0,0
653,L00653,L,301.1,310.8,1919,45.5,99,1,0,0,1,0,0
654,M00654,M,300.0,310.7,1514,41.2,13,0,0,0,0,0,0
655,L00655,L,301.9,313.8,1559,48.8,221,1,1,0,0,0,0
656,L00656,L,300.4,310.7,1396,39.7,250,1,1,0,0,0,0
657,L00657,L,299.3,308.8,1404,42.3,250,1,1,0,0,0,0
658,L00658,L,304.3,314.1,1541,41.8,113,0,0,0,0,0,0
659,M00659,M,299.8,312.3,1534,38.8,126,0,0,0,0,0,0
660,L00660,L,302.3,312.5,1620,45.2,62,0,0,0,0,0,0
661,L00661,L,299.2,308.6,1574,48.9,24,1,0,0,1,0,0
662,H00662,H,301.4,310.3,1331,30.2,29,1,0,1,0,0,0
663,M00663,M,301.9,310.0,1250,46.6,60,0,0,0,0,0,0
664,L00664,L,300.4,310.8,1540,35.1,146,0,0,0,0,0,0
665,L00665,L,295.3,305.9,1497,27.1,163,0,0,0,0,0,0
666,L00666,L,300.0,309.6,1424,43.3,40,0,0,0,0,0,0
667,L00667,L,302.5,312.4,1633,41.3,170,0,0,0,0,0,0
668,L00668,L,301.1,309.9,1392,44.5,135,0,0,0,0,0,0
669,L00669,L,300.9,311.0,1612,40.7,133,0,0,0,0,0,0
670,L00670,L,296.6,307.0,1409,45.3,132,0,0,0,0,0,0
671,L00671,L,298.6,308.0,1563,36.4,222,1,1,0,0,0,0
672,M00672,M,300.8,312.5,1593,40.4,241,1,1,0,0,0,0
673,L00673,L,300.8,310.0,1516,43.3,223,1,1,0,0,0,0
674,L00674,L,302.4,312.7,1719,44.6,250,1,1,0,1,0,0
675,L00675,L,299.7,310.6,1742,37.8,178,0,0,0,0,0,0
676,H00676,H,300.8,310.7,1474,39.2,68,0,0,0,0,0,0
677,L00677,L,300.0,309.8,1604,38.7,108,0,0,0,0,0,0
678,L00678,L,298.0,306.6,1656,32.5,250,1,1,0,0,0,0
679,H00679,H,295.5,306.8,1504,43.8,30,0,0,0,0,0,0
680,M00680,M,300.9,310.7,1544,32.3,214,1,1,0,0,0,0
681,M00681,M,300.3,310.9,1448,42.5,43,0,0,0,0,0,0
682,L00682,L,298.8,309.4,1381,41.6,152,0,0,0,0,0,0
683,L00683,L,296.8,306.1,1411,33.1,181,0,0,0,0,0,0
684,M00684,M,301.3,311.1,1738,30.1,45,0,0,0,0,0,0
685,H00685,H,299.5,310.8,1482,35.9,70,0,0,0,0,0,0
686,L00686,L,301.1,310.0,1525,38.0,199,0,0,0,0,0,0
687,L00687,L,303.7,315.9,1676,45.6,59,1,0,0,1,0,0
688,L00688,L,295.7,305.0,1475,39.7,61,0,0,0,0,0,0
689,M00689,M,298.6,307.4,1558,42.1,250,1,1,0,0,0,0
690,L00690,L,299.6,309.7,1558,45.8,220,1,1,0,0,0,0
691,L00691,L,302.9,315.1,1596,44.4,221,1,1,0,0,0,0
692,L00692,L,296.7,304.8,1516,39.8,86,0,0,0,0,0,0
693,L00693,L,303.9,313.7,1454,36.9,167,0,0,0,0,0,0
694,L00694,L,300.3,310.7,1468,42.8,137,0,0,0,0,0,0
695,L00695,L,299.8,309.8,1472,36.9,54,0,0,0,0,0,0
696,M00696,M,299.6,310.0,1500,49.1,250,1,1,0,0,0,0
697,L00697,L,299.1,308.4,1394,45.4,182,0,0,0,0,0,0
698,L00698,L,302.1,311.5,1425,41.8,174,0,0,0,0,0,0
699,L00699,L,297.9,307.7,1564,41.9,185,0,0,0,0,0,0
700,L00700,L,300.7,309.6,1537,40.5,57,0,0,0,0,0,0
701,L00701,L,299.2,309.2,1569,37.5,89,0,0,0,0,0,0
702,L00702,L,298.5,308.1,1545,42.0,89,0,0,0,0,0,0
703,L00703,L,305.2,314.7,1802,35.8,188,0,0,0,0,0,0
704,L00704,L,300.8,311.2,1563,49.1,86,1,0,0,1,0,0
705,L00705,L,301.2,309.4,1512,36.4,126,0,0,0,0,0,0
706,H00706,H,302.3,312.0,1460,42.9,75,0,0,0,0,0,0
707,L00707,L,297.2,309.5,1652,34.6,156,0,0,0,0,0,0
708,M00708,M,303.5,312.4,1495,36.1,77,0,0,0,0,0,0
709,L00709,L,295.0,306.3,1618,29.9,60,0,0,0,0,0,0
710,M00710,M,298.5,308.5,1540,41.7,159,0,0,0,0,0,0
711,M00711,M,299.1,308.5,1471,37.6,209,1,1,0,0,0,0
712,L00712,L,301.2,309.8,1561,44.8,63,0,0,0,0,0,0
713,L00713,L,300.4,310.6,1710,40.0,250,1,1,0,0,0,0
714,L00714,L,299.7,311.1,1574,40.0,72,0,0,0,0,0,0
715,L00715,L,300.0,309.6,1451,33.4,190,0,0,0,0,0,0
716,H00716,H,298.0,308.0,1418,43.7,78,0,0,0,0,0,0
717,M00717,M,297.0,308.0,1289,38.8,158,1,0,1,0,0,0
718,H00718,H,301.5,311.8,1464,33.2,19,0,0,0,0,0,0
719,L00719,L,301.4,309.8,1681,40.3,167,0,0,0,0,0,0
720,M00720,M,303.2,313.3,1366,35.0,66,1,0,1,0,0,0
721,H00721,H,298.4,309.9,1465,29.9,115,0,0,0,0,0,0
722,L00722,L,301.4,311.3,1649,45.0,192,0,0,0,0,0,0
723,L00723,L,299.4,306.7,1659,35.6,164,0,0,0,0,0,0
724,M00724,M,302.4,312.8,1628,30.0,49,0,0,0,0,0,0
725,L00725,L,302.0,311.8,1363,36.6,199,1,0,1,0,0,0
726,M00726,M,300.4,308.6,1550,35.9,48,0,0,0,0,0,0
727,L00727,L,299.3,307.6,1399,46.7,38,0,0,0,0,0,0
728,M00728,M,301.9,312.9,1400,32.7,53,0,0,0,0,0,0
729,L00729,L,301.3,310.6,1632,32.0,87,0,0,0,0,0,0
730,L00730,L,298.6,307.7,1566,44.2,100,0,0,0,0,0,0
731,L00731,L,297.3,307.3,1623,36.5,138,0,0,0,0,0,0
732,M00732,M,299.4,308.8,1407,42.1,92,0,0,0,0,0,0
733,M00733,M,303.0,313.1,1647,36.1,111,0,0,0,0,0,0
734,L00734,L,302.3,312.1,1619,48.9,136,1,0,0,1,0,0
735,L00735,L,297.8,306.6,1639,32.2,70,0,0,0,0,0,0
736,M00736,M,297.7,307.2,1392,42.5,144,0,0,0,0,0,0
737,L00737,L,302.5,313.0,1667,45.8,74,0,0,0,0,0,0
738,M00738,M,297.7,307.8,1468,38.4,98,0,0,0,0,0,0
739,L00739,L,301.0,310.9,1489,36.3,250,1,1,0,0,0,0
740,L00740,L,298.8,310.7,1613,42.7,100,0,0,0,0,0,0
741,L00741,L,303.2,314.0,1608,43.9,54,0,0,0,0,0,0
742,L00742,L,298.5,309.3,1465,36.3,47,0,0,0,0,0,0
743,M00743,M,302.3,312.1,1706,45.3,45,1,0,0,1,0,0
744,L00744,L,300.4,310.6,1731,37.9,52,0,0,0,0,0,0
745,L00745,L,300.5,310.1,1611,41.4,250,1,1,0,0,0,0
746,M00746,M,296.1,306.8,1543,47.0,76,0,0,0,0,0,0
747,L00747,L,295.6,305.5,1583,43.0,250,1,1,0,0,0,0
748,L00748,L,299.6,309.8,1395,41.0,121,0,0,0,0,0,0
749,H00749,H,300.5,310.7,1461,37.0,11,0,0,0,0,0,0
750,M00750,M,297.7,307.7,1510,53.4,96,1,0,0,1,0,0
